controlled_path,inventory_record_id,permanent_document_id,document_id_status,enterprise_uid,package,version,lifecycle_status,supersession_status,operational_validity,archive_status,docx_present,pdf_present,pdf_physical_pages,page_number_format,chapter_labels,owner_position,schema_version,build_unit,docx_sha256,pdf_sha256
02-strategy-and-business-dev/mh-branding-terminology-library-v1-0-draft.docx,mh-branding-terminology-library,,NOT_ESTABLISHED,,02-strategy-and-business-dev,1.0,DRAFT,NOT_SUPERSEDED,NOT_APPLICABLE,ACTIVE,YES,YES,15,Page X of Y,02-strategy-and-business-dev,Document Control,2.2-development,Build Manifest controlled,1034182eb8a33dd3bc0346cb33621650180ecd47bab6061b2925a9e80f74e1f7,6a54066c13e417e54d63e91fac6ea496cd79ac71fce12d78cd50e79bbeeb2af1
02-strategy-and-business-dev/mh-event-and-community-outreach-program-v1-0-draft.docx,mh-event-and-community-outreach-program,,NOT_ESTABLISHED,,02-strategy-and-business-dev,1.0,DRAFT,NOT_SUPERSEDED,NOT_APPLICABLE,ACTIVE,YES,YES,23,Page X of Y,02-strategy-and-business-dev,Document Control,2.2-development,Build Manifest controlled,9bc449ce7f0d62cd4735b87116ad40b54c84904bb19fbe619ae70f6b29c20b0b,d3c102b722ad4c1cf93b13b940b3cf828555870540fd78b0352648b2a401a8f0
02-strategy-and-business-dev/mh-marketing-flight-program-standard-v1-0-draft.docx,mh-marketing-flight-program-standard,,NOT_ESTABLISHED,,02-strategy-and-business-dev,1.0,DRAFT,NOT_SUPERSEDED,NOT_APPLICABLE,ACTIVE,YES,YES,5,Page X of Y,02-strategy-and-business-dev,Document Control,2.2-development,Build Manifest controlled,3d9bbaec6fccfde4ae7f78dc710e79666c14e7cce38d510f7ae99ac19c64c45d,05ee8b68ab1528509c4851b325badf6124d0d0e469678740fc1bccc98f55b023
02-strategy-and-business-dev/mh-marketing-strategy-guide-v1-0-draft.docx,mh-marketing-strategy-guide,,NOT_ESTABLISHED,,02-strategy-and-business-dev,1.0,DRAFT,NOT_SUPERSEDED,NOT_APPLICABLE,ACTIVE,YES,YES,18,Page X of Y,02-strategy-and-business-dev,Document Control,2.2-development,Build Manifest controlled,dd2eff4ae1dbaa582c48aebeb6bafbebcd873d338afa31b25c7fc570cb98fff2,c29f9f4d236a2f4860e400877cdc922f2b888eadd602e793c1a195519c6b8ad7
02-strategy-and-business-dev/mh-sales-estimating-guide-v1-0-draft.docx,mh-sales-estimating-guide,,NOT_ESTABLISHED,,02-strategy-and-business-dev,1.0,DRAFT,NOT_SUPERSEDED,NOT_APPLICABLE,ACTIVE,YES,YES,18,Page X of Y,02-strategy-and-business-dev,Document Control,2.2-development,Build Manifest controlled,c85825f43c16f7c4a9ae2163c78f864e404874f07153a217b16f9d45d3961e5e,ffd033401bbb20c705f2daf7fd1c1d7d5537d14f6ccd9da4e8ee929dcf45131f
02-strategy-and-business-dev/sal-risk-contract-001-contract-risk-and-obligation-review-v1-0-draft.docx,sal-risk-contract-001-contract-risk-and-obligation-review,,NOT_ESTABLISHED,,02-strategy-and-business-dev,1.0,DRAFT,NOT_SUPERSEDED,NOT_APPLICABLE,ACTIVE,YES,YES,2,Page X of Y,02-strategy-and-business-dev,Document Control,2.2-development,Build Manifest controlled,ef70025942eedc80bd21822578ceb27dfcfe2e3ffab4b766e05fa27e3e0d2565,46a8f28092252fc3c5b12f566a4f6e1a24072bbb3de08699a2ce9d255af8648d
03-project-delivery/mh-estimating-bid-package-guide-v1-0-draft.docx,mh-estimating-bid-package-guide,,NOT_ESTABLISHED,,03-project-delivery,1.0,DRAFT,NOT_SUPERSEDED,NOT_APPLICABLE,ACTIVE,YES,YES,7,Page X of Y,03-project-delivery,Document Control,2.2-development,Build Manifest controlled,123192599fc68a0928c9c34d8c4154ac84f7ab9b25debb3832ad326986491941,0b7b3e8ab396d7eda9974ed14886b7525eff0272495242e53e0dc1298f6e7db9
03-project-delivery/mh-financial-controls-guide-v1-0-draft.docx,mh-financial-controls-guide,,NOT_ESTABLISHED,,03-project-delivery,1.0,DRAFT,NOT_SUPERSEDED,NOT_APPLICABLE,ACTIVE,YES,YES,7,Page X of Y,03-project-delivery,Document Control,2.2-development,Build Manifest controlled,ebff763543ed43b5269c517de15c564fe32075bb5cfe6c0bddf2ec76febf967d,f804573314668ed40098c972fea64d4b2a948c533bd0c413e4cd5f80b58e4f72
03-project-delivery/mh-pep-ccp-and-warranty-addendum-v1-0-draft.docx,mh-pep-ccp-and-warranty-addendum,,NOT_ESTABLISHED,,03-project-delivery,1.0,DRAFT,NOT_SUPERSEDED,NOT_APPLICABLE,ACTIVE,YES,YES,3,Page X of Y,03-project-delivery,Document Control,2.2-development,Build Manifest controlled,1e403869dc95a08922b99b30bbeef7dc79be9d51bf04a5dd489c918523887992,b90eb7fedb533a3cb36930b1ce194cad0a32c2e5a958984d7e966563c817cd7d
03-project-delivery/mh-project-execution-playbook-v1-0-draft.docx,mh-project-execution-playbook,,NOT_ESTABLISHED,,03-project-delivery,1.0,DRAFT,NOT_SUPERSEDED,NOT_APPLICABLE,ACTIVE,YES,YES,7,Page X of Y,03-project-delivery,Document Control,2.2-development,Build Manifest controlled,2c6b2ff7817878028f22f8dd8e441f89a925b34f7ae50fe140e4e15079910124,19e184eb61894edf6983629716695f23f909c5a56efa2ff23562d2ca01f98d2b
03-project-delivery/mh-quality-assurance-guide-v2-0-draft.docx,mh-quality-assurance-guide,,NOT_ESTABLISHED,,03-project-delivery,2.0,DRAFT,NOT_SUPERSEDED,NOT_APPLICABLE,ACTIVE,YES,YES,24,Page X of Y,03-project-delivery,Document Control,2.2-development,Build Manifest controlled,446d375cb1de0f777283502194c092f56876345d1b82dbec9da29ba459a4cf6b,b198f16632ac719bee74632c0c981a07f88e5a83e58cd2b2e45f7d5c48872f59
03-project-delivery/mh-sssp-preconstruction-handoff-addendum-v1-0-draft.docx,mh-sssp-preconstruction-handoff-addendum,,NOT_ESTABLISHED,,03-project-delivery,1.0,DRAFT,NOT_SUPERSEDED,NOT_APPLICABLE,ACTIVE,YES,YES,5,Page X of Y,03-project-delivery,Document Control,2.2-development,Build Manifest controlled,871f0141b441bdc234f990bc98868ca3821ce2806d03721531bd698cfeaaf834,882277d639dd65c3aeb879fd055bb426b84bfc61f4dbf3715114d8e2c4306d5a
03-project-delivery/mh-subcontractor-management-manual-v1-0-draft.docx,mh-subcontractor-management-manual,,NOT_ESTABLISHED,,03-project-delivery,1.0,DRAFT,NOT_SUPERSEDED,NOT_APPLICABLE,ACTIVE,YES,YES,7,Page X of Y,03-project-delivery,Document Control,2.2-development,Build Manifest controlled,09c557be36ac9f793b4f9fdab2e7d22d6800a4c04dd362766f9cdaea331d23cd,173c8c2aef888c7b33b726ade530a444b50b3f9bbf7c2e7f59642da948c2fb20
03-project-delivery/pep-f-01-5-sales-to-ops-handoff-v1-0-draft.docx,pep-f-01-5-sales-to-ops-handoff,PEP-F-01.5,ESTABLISHED,,03-project-delivery,1.0,DRAFT,NOT_SUPERSEDED,NOT_APPLICABLE,ACTIVE,YES,YES,2,Page X of Y,03-project-delivery,Document Control,2.2-development,Build Manifest controlled,71dbe859da9df36e47ab3ae0987aaaa55c9f9430b74a9dd6cbb39e90f4fa3536,387042633eee5a7ab56c2c044b5b88b15c6edd303d6d5d69fa8defe313be9d22
03-project-delivery/pep-f-10-1-warranty-service-record-v1-0-draft.docx,pep-f-10-1-warranty-service-record,PEP-F-10.1,ESTABLISHED,,03-project-delivery,1.0,DRAFT,NOT_SUPERSEDED,NOT_APPLICABLE,ACTIVE,YES,YES,1,Page X of Y,03-project-delivery,Document Control,2.2-development,Build Manifest controlled,eed50e1cee3014194b82b5f4efe8c50f610f71a2b8651f2aed2806b1471e6cc8,75dd9efec11f7991bfbbdc57912cba71ac63f9462321131a4caf5094db565035
03-project-delivery/qmp-ncr-001-nonconformance-and-corrective-action-v1-0-draft.docx,qmp-ncr-001-nonconformance-and-corrective-action,,NOT_ESTABLISHED,,03-project-delivery,1.0,DRAFT,NOT_SUPERSEDED,NOT_APPLICABLE,ACTIVE,YES,YES,2,Page X of Y,03-project-delivery,Document Control,2.2-development,Build Manifest controlled,3ecae495f18d507eb48eba712f899303a64581a5d9341e2667fe7bb700ff15b8,04e417717486b5aa447f042bf0925605d27f823f5ce70264b45fe2358d31d41d
03-project-delivery/qmp-plan-itp-001-project-quality-plan-and-inspection-review-v1-0-draft.docx,qmp-plan-itp-001-project-quality-plan-and-inspection-review,,NOT_ESTABLISHED,,03-project-delivery,1.0,DRAFT,NOT_SUPERSEDED,NOT_APPLICABLE,ACTIVE,YES,YES,2,Page X of Y,03-project-delivery,Document Control,2.2-development,Build Manifest controlled,35f57a65a807a1ca90a7e36fd54ad0c888492b154e723b27110984ec8f9c160a,b6d91c04b191b0428255f9b692034e076ecf3f6972bd313274edc11ab462d75e
04-safety-and-field-ops/mh-emergency-response-plan-v1-0-draft.docx,mh-emergency-response-plan,,NOT_ESTABLISHED,,04-safety-and-field-ops,1.0,DRAFT,NOT_SUPERSEDED,NOT_APPLICABLE,ACTIVE,YES,YES,7,Page X of Y,04-safety-and-field-ops,Safety Department,2.2-development,Build Manifest controlled,a08a006354f19dccb4c157ecbbc1f6441e6f85a1a2627c168416928671986e59,1ebb5267737d11db604330fc7c211b9df98edaa3502c9abf834b27647c7a72ac
04-safety-and-field-ops/mh-equipment-fleet-management-manual-v1-0-draft.docx,mh-equipment-fleet-management-manual,,NOT_ESTABLISHED,,04-safety-and-field-ops,1.0,DRAFT,NOT_SUPERSEDED,NOT_APPLICABLE,ACTIVE,YES,YES,13,Page X of Y,04-safety-and-field-ops,Safety Department,2.2-development,Build Manifest controlled,75efbe05b99aaf22af9b060256b1a5159d126299d4d9e51def62e4980fbb13d9,fc12513b53fe3319770bc137122a45093d89fea821dd1bb339936f4c9b242542
04-safety-and-field-ops/mh-equipment-operators-manual-v1-0-draft.docx,mh-equipment-operators-manual,,NOT_ESTABLISHED,,04-safety-and-field-ops,1.0,DRAFT,NOT_SUPERSEDED,NOT_APPLICABLE,ACTIVE,YES,YES,11,Page X of Y,04-safety-and-field-ops,Safety Department,2.2-development,Build Manifest controlled,4a0576226f69993717324ad4d75057b369a4b0c86ebb495f6b43932acdd7eebb,f725fc39a5b8d74955badfd19aa3bab25a46dc11d843013ad5e1a65de98ae4e2
04-safety-and-field-ops/mh-federal-motor-carrier-compliance-manual-v1-0-draft.docx,mh-federal-motor-carrier-compliance-manual,,NOT_ESTABLISHED,,04-safety-and-field-ops,1.0,DRAFT,NOT_SUPERSEDED,NOT_APPLICABLE,ACTIVE,YES,YES,7,Page X of Y,04-safety-and-field-ops,Safety Department,2.2-development,Build Manifest controlled,38c8f652d338f5c52c5f8f01a95a8dbaeb7bdd72a911065896c1e35107f297b5,df8ec357754e6d4f03f15e663d44be70c8666f1ab257055ae8c84eb810b4968e
04-safety-and-field-ops/mh-warehouse-management-guide-v1-0-draft.docx,mh-warehouse-management-guide,,NOT_ESTABLISHED,,04-safety-and-field-ops,1.0,DRAFT,NOT_SUPERSEDED,NOT_APPLICABLE,ACTIVE,YES,YES,11,Page X of Y,04-safety-and-field-ops,Safety Department,2.2-development,Build Manifest controlled,2fddfa62c188dd2352b7318bf788aa3c9bf6f25a26d2cbed8ad8a50569bab23d,4c91b51527041f68649ece0be3ef93ea6b9438d8fb94333dd80cbba8c23fefbf
04-safety-and-field-ops/mh-warehouse-management-system-standard-v1-0-draft.docx,mh-warehouse-management-system-standard,,NOT_ESTABLISHED,,04-safety-and-field-ops,1.0,DRAFT,NOT_SUPERSEDED,NOT_APPLICABLE,ACTIVE,YES,YES,7,Page X of Y,04-safety-and-field-ops,Safety Department,2.2-development,Build Manifest controlled,52870d7af60f35c4371f485be5b094126e774aeafe165e26fed1850a4113794b,126fb67f5006e481b9705bb382733bedb8762083e0b4d863297916e49bdd9c8a
04-safety-and-field-ops/mish-manual-v3-0-draft.docx,mish-manual,,NOT_ESTABLISHED,,04-safety-and-field-ops,3.0,DRAFT,NOT_SUPERSEDED,NOT_APPLICABLE,ACTIVE,YES,YES,101,Page X of Y,04-safety-and-field-ops,Safety Department,2.2-development,Build Manifest controlled,2cf6ed537fdc1e61d5d9ff20befc6a8fe3b8653fb4ae827a2b077ec9de2e6448,a7d07b37b225c37e04fac43201ba169898e04cdc6f5c26357bc3e0f8f764c55f
05-it-and-infrastructure/it-access-001-access-lifecycle-record-v1-0-draft.docx,it-access-001-access-lifecycle-record,,NOT_ESTABLISHED,,05-it-and-infrastructure,1.0,DRAFT,NOT_SUPERSEDED,NOT_APPLICABLE,ACTIVE,YES,YES,1,Page X of Y,05-it-and-infrastructure,Document Control,2.2-development,Build Manifest controlled,450f7fec9fd443f6758b51d695b4c0b3b3d6b190431f6402792e4d074cd276c9,ce6616af2f7b549565e07c5b0a65c020bd0278482c952cdcf5087324db59c4fa
05-it-and-infrastructure/it-bcp-restore-001-backup-and-restore-test-v1-0-draft.docx,it-bcp-restore-001-backup-and-restore-test,,NOT_ESTABLISHED,,05-it-and-infrastructure,1.0,DRAFT,NOT_SUPERSEDED,NOT_APPLICABLE,ACTIVE,YES,YES,1,Page X of Y,05-it-and-infrastructure,Document Control,2.2-development,Build Manifest controlled,110519a9680dea04f15632fb642575276ca0921bb5f0551a3cdac4d028c56fad,d876c8a96175588770820744e1649501dfa6f8f7a44ccb76fd16a1e6e532dd0c
05-it-and-infrastructure/mh-field-command-center-system-standard-v1-0-draft.docx,mh-field-command-center-system-standard,,NOT_ESTABLISHED,,05-it-and-infrastructure,1.0,DRAFT,NOT_SUPERSEDED,NOT_APPLICABLE,ACTIVE,YES,YES,7,Page X of Y,05-it-and-infrastructure,Document Control,2.2-development,Build Manifest controlled,fc0f06b01d41ba61c5955bfe274f86375f6647b3b75c5b08119bb9662fe2934c,6e4902463569caab9375ae8f5632f54dc2b24767af44273d0b75759d673e61f8
05-it-and-infrastructure/mh-it-data-governance-addendum-v1-0-draft.docx,mh-it-data-governance-addendum,,NOT_ESTABLISHED,,05-it-and-infrastructure,1.0,DRAFT,NOT_SUPERSEDED,NOT_APPLICABLE,ACTIVE,YES,YES,7,Page X of Y,05-it-and-infrastructure,Document Control,2.2-development,Build Manifest controlled,ab2a6736957e35277b9b18158be57e16da47770d58e73a075d6c4a53eccc063b,1f20bc084719bac9889c83099ed9a6f9aa43e54f2a590dd3afef5f6c94598527
05-it-and-infrastructure/mh-it-digital-infrastructure-guide-v1-0-draft.docx,mh-it-digital-infrastructure-guide,,NOT_ESTABLISHED,,05-it-and-infrastructure,1.0,DRAFT,NOT_SUPERSEDED,NOT_APPLICABLE,ACTIVE,YES,YES,7,Page X of Y,05-it-and-infrastructure,Document Control,2.2-development,Build Manifest controlled,c6164d6a10273fb5152ce60a4868c9e15b29bd9e21f5be947fbf8b862f059326,5bb5f783d13a5839a118d6e2e8963d4f48cad5c30a25b10a75b529d470538663
05-it-and-infrastructure/mh-new-employee-orientation-guide-v1-0-draft.docx,mh-new-employee-orientation-guide,,NOT_ESTABLISHED,,05-it-and-infrastructure,1.0,DRAFT,NOT_SUPERSEDED,NOT_APPLICABLE,ACTIVE,YES,YES,7,Page X of Y,05-it-and-infrastructure,Document Control,2.2-development,Build Manifest controlled,190986eaa61352cb746356f8316f39e655eae95c4ac61ef699de1f9e2df3eb3a,793dd285701084270ce7ac2523c7d3228c728832c573dd13a48bd619438f39d5
06-tbt-library/tbt-01-01-hazard-communication-and-ghs-v1-0-draft.docx,tbt-01-01-hazard-communication-and-ghs,,NOT_ESTABLISHED,,06-tbt-library,1.0,DRAFT,NOT_SUPERSEDED,NOT_APPLICABLE,ACTIVE,YES,YES,2,Page X of Y,TBT,Safety Department,2.2-development,Build Manifest controlled,86de1947aad950abd236a1a3ba48cbc91a1e8624a7b7c58126e5fd229056df62,de242fcda50a740db5f2accf8007cb544ee928895d27f0a6dc3577ef5371c82c
06-tbt-library/tbt-01-02-respiratory-protection-v1-0-draft.docx,tbt-01-02-respiratory-protection,,NOT_ESTABLISHED,,06-tbt-library,1.0,DRAFT,NOT_SUPERSEDED,NOT_APPLICABLE,ACTIVE,YES,YES,2,Page X of Y,TBT,Safety Department,2.2-development,Build Manifest controlled,abdada4104901854a9559165d55082fe03584eda4603c3b00a6c39e59615a24b,e78fd17e1769680e94059dfb860d62e489a91aca523a071522c93c6ac857c462
06-tbt-library/tbt-01-03-hearing-conservation-v1-0-draft.docx,tbt-01-03-hearing-conservation,,NOT_ESTABLISHED,,06-tbt-library,1.0,DRAFT,NOT_SUPERSEDED,NOT_APPLICABLE,ACTIVE,YES,YES,2,Page X of Y,TBT,Safety Department,2.2-development,Build Manifest controlled,2a11080e8dc636894a38729ed65ce9a2a201928923aaeb231d573c85dafabc23,cd230d69591d3e06c59c57ecf081643a69066a207c476bf8c463cd34b9f432f9
06-tbt-library/tbt-01-04-executing-site-emergency-drills-v1-0-draft.docx,tbt-01-04-executing-site-emergency-drills,,NOT_ESTABLISHED,,06-tbt-library,1.0,DRAFT,NOT_SUPERSEDED,NOT_APPLICABLE,ACTIVE,YES,YES,2,Page X of Y,TBT,Safety Department,2.2-development,Build Manifest controlled,104bc66e99f111a9e3511bebfb21c670f045efbb53067400610457d8e42f93fa,02cdcee01c7fcb53b4658a08148596283f5231b03a4d7ab5a40fd36c270508d9
06-tbt-library/tbt-01-05-fall-protection-and-elevated-work-v1-0-draft.docx,tbt-01-05-fall-protection-and-elevated-work,,NOT_ESTABLISHED,,06-tbt-library,1.0,DRAFT,NOT_SUPERSEDED,NOT_APPLICABLE,ACTIVE,YES,YES,2,Page X of Y,TBT,Safety Department,2.2-development,Build Manifest controlled,744f79fbd04251097a4815c2f7434d770bf121991acb01cacdac3d602ae57b08,b2a611d15d3b3c590e179be42069cfed3c548950e62c13d5344e98d7ef866968
06-tbt-library/tbt-01-06-scaffolding-safety-and-inspections-v1-0-draft.docx,tbt-01-06-scaffolding-safety-and-inspections,,NOT_ESTABLISHED,,06-tbt-library,1.0,DRAFT,NOT_SUPERSEDED,NOT_APPLICABLE,ACTIVE,YES,YES,2,Page X of Y,TBT,Safety Department,2.2-development,Build Manifest controlled,2676f9b195111b7492e2943df588b399c18cfb858e7783b22880f2c2dc171882,cdca9878e9143aa8c916411480a0eed7ee4a1030030160bc62005df5f8859487
06-tbt-library/tbt-01-07-subcontractor-site-coordination-and-stacking-v1-0-draft.docx,tbt-01-07-subcontractor-site-coordination-and-stacking,,NOT_ESTABLISHED,,06-tbt-library,1.0,DRAFT,NOT_SUPERSEDED,NOT_APPLICABLE,ACTIVE,YES,YES,2,Page X of Y,TBT,Safety Department,2.2-development,Build Manifest controlled,17cf8b989e36d16583e92071f2a2728bad67cffa5f3d7e44ff9d8fdb04cad136,f7a53b6e0220904cd4487bec7fb371cc3ed46fb5f58760941fbbd1c80a9b9d27
06-tbt-library/tbt-01-08-enforcing-subcontractor-prequalification-v1-0-draft.docx,tbt-01-08-enforcing-subcontractor-prequalification,,NOT_ESTABLISHED,,06-tbt-library,1.0,DRAFT,NOT_SUPERSEDED,NOT_APPLICABLE,ACTIVE,YES,YES,2,Page X of Y,TBT,Safety Department,2.2-development,Build Manifest controlled,e4a56e2dd87849a4f1c4b609b9e29b56a9392a1946a8f53875489daef6096a45,ec6a4f791349d38bd3c8a05a79106740ad410e58bf9b78f1fe43cb7fd0c1d061
06-tbt-library/tbt-01-09-change-order-scope-and-safety-review-v1-0-draft.docx,tbt-01-09-change-order-scope-and-safety-review,,NOT_ESTABLISHED,,06-tbt-library,1.0,DRAFT,NOT_SUPERSEDED,NOT_APPLICABLE,ACTIVE,YES,YES,2,Page X of Y,TBT,Safety Department,2.2-development,Build Manifest controlled,bca10bc83da8ae366049b3f8f0f312b6e6a7e3977f8ab604a36ddacaac0ea673,91eed0d4bc911d3bd3f502b8442bd46c32e6672c0c5df977b2a1dd93241572e7
06-tbt-library/tbt-01-10-closeout-punch-list-safety-focus-v1-0-draft.docx,tbt-01-10-closeout-punch-list-safety-focus,,NOT_ESTABLISHED,,06-tbt-library,1.0,DRAFT,NOT_SUPERSEDED,NOT_APPLICABLE,ACTIVE,YES,YES,2,Page X of Y,TBT,Safety Department,2.2-development,Build Manifest controlled,ab611ff8a77047e2cf03fa3ec5904e54ce69e4f0d606f95213f902ea83ccc548,f4c325dddcdb9cf5dc5c20fe2bacf1cc0020814e9fec7329b5f8705efa9f752b
06-tbt-library/tbt-01-11-housekeeping-and-slip-trip-fall-prevention-v1-0-draft.docx,tbt-01-11-housekeeping-and-slip-trip-fall-prevention,,NOT_ESTABLISHED,,06-tbt-library,1.0,DRAFT,NOT_SUPERSEDED,NOT_APPLICABLE,ACTIVE,YES,YES,2,Page X of Y,TBT,Safety Department,2.2-development,Build Manifest controlled,4807a1db5002edeb5194cb846abaae2e4325c45dbec71ab6cfe87a908a10dd0f,812cfe190846572ffec229d64e71e74337f32e5ec9e12476b574abceb5adef59
06-tbt-library/tbt-01-12-heat-illness-prevention-and-hydration-v1-0-draft.docx,tbt-01-12-heat-illness-prevention-and-hydration,,NOT_ESTABLISHED,,06-tbt-library,1.0,DRAFT,NOT_SUPERSEDED,NOT_APPLICABLE,ACTIVE,YES,YES,2,Page X of Y,TBT,Safety Department,2.2-development,Build Manifest controlled,3285cc9e089a9572f1d870c55f49a14b2c3ac402ea3ae191e9a3644fc3d8f0d6,0ef0db0f228ad2f6369206767fb6617687ec252c01744eb5c2d8c5b535fab02b
06-tbt-library/tbt-01-13-cold-weather-operations-and-frostbite-v1-0-draft.docx,tbt-01-13-cold-weather-operations-and-frostbite,,NOT_ESTABLISHED,,06-tbt-library,1.0,DRAFT,NOT_SUPERSEDED,NOT_APPLICABLE,ACTIVE,YES,YES,2,Page X of Y,TBT,Safety Department,2.2-development,Build Manifest controlled,a80094cdb78db6c0a703353b47878f8721350e01ed7c5623f7cd8371d7711dd5,dd53dd981973e1687cd5f67f9c3c2e4dfc3c4a80a3ce82bc9b8447af6fb8ab95
06-tbt-library/tbt-01-14-severe-weather-and-lightning-stand-down-v1-0-draft.docx,tbt-01-14-severe-weather-and-lightning-stand-down,,NOT_ESTABLISHED,,06-tbt-library,1.0,DRAFT,NOT_SUPERSEDED,NOT_APPLICABLE,ACTIVE,YES,YES,2,Page X of Y,TBT,Safety Department,2.2-development,Build Manifest controlled,17743bda02279868962ca1a39ea4e38d0a5acc3f26bcfc58a801963ead483619,e633dc76f5cb3357cbdf7419b82de137be0464a573c26f5cfc6a034ddb5e009f
